Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion
527,C036,33,3,2/11/2023,12:51:40 PM,2/19/2023,3:58:07 PM,Gombe,Valentine's Day
528,C001,27,3,8/27/2023,5:01:16 AM,8/30/2023,5:03:43 PM,Port Harcourt,Burial
529,C013,64,2,8/25/2023,3:47:28 PM,8/28/2023,2:05:18 PM,Lafia,Burial
530,C008,5,2,8/19/2023,10:45:21 AM,8/27/2023,12:23:56 AM,Ibadan,All Occasions
531,C029,28,5,8/29/2023,1:32:08 PM,9/7/2023,8:43:11 AM,Oyo,Burial
532,C036,30,5,9/2/2023,1:25:06 PM,9/10/2023,2:55:07 AM,Gombe,Anniversary
533,C006,14,3,4/18/2023,7:19:52 AM,4/20/2023,5:43:45 PM,Zaria,Birthday
534,C061,31,2,11/27/2023,3:40:16 AM,12/4/2023,11:22:37 AM,Gombe,All Occasions
535,C017,25,3,7/8/2023,9:59:28 PM,7/11/2023,6:30:40 AM,Biu,Anniversary
536,C048,59,3,8/25/2023,3:14:52 PM,8/30/2023,11:13:10 AM,Otupko,Burial
537,C064,42,3,10/17/2023,6:19:24 AM,10/25/2023,3:09:08 AM,Hadejia,All Occasions
538,C097,24,5,5/18/2023,1:09:06 PM,5/19/2023,10:36:16 PM,Ondo,Birthday
539,C056,20,3,6/9/2023,3:39:18 PM,6/16/2023,2:17:05 PM,Idah,Anniversary
540,C082,22,4,9/6/2023,7:07:35 PM,9/9/2023,1:26:00 AM,Otupko,All Occasions
541,C007,24,3,11/13/2023,5:51:09 AM,11/16/2023,10:56:34 PM,Ijebu Igbo,Birthday
542,C051,54,5,7/7/2023,7:41:20 PM,7/12/2023,9:52:12 AM,Bauchi,Anniversary
543,C023,51,4,2/12/2023,9:51:10 PM,2/17/2023,11:53:09 AM,Gusau,All Occasions
544,C030,29,2,3/1/2023,2:31:54 AM,3/11/2023,9:33:52 AM,Ondo,Thanksgiving
545,C083,9,5,8/20/2023,1:54:52 AM,8/26/2023,8:07:19 AM,Oshogbo,Burial
546,C064,25,3,2/2/2023,10:04:53 PM,2/11/2023,10:00:07 AM,Hadejia,Anniversary
547,C088,30,5,1/10/2023,2:30:12 AM,1/19/2023,1:56:41 PM,Asaba,Anniversary
548,C012,25,2,2/21/2023,12:32:50 PM,2/22/2023,7:47:44 PM,Akure,Anniversary
549,C021,64,1,8/22/2023,7:29:43 PM,9/1/2023,2:29:10 AM,Port Harcourt,Burial
550,C023,29,5,2/27/2023,7:28:12 PM,3/5/2023,5:03:39 PM,Gusau,Thanksgiving
551,C088,67,1,4/19/2023,8:43:42 PM,4/23/2023,3:25:04 PM,Asaba,Anniversary
552,C064,31,3,5/10/2023,6:59:31 PM,5/11/2023,5:09:07 PM,Hadejia,All Occasions
553,C084,39,2,8/22/2023,1:22:41 AM,8/26/2023,7:43:27 AM,Tambuwal,All Occasions
554,C045,29,4,2/28/2023,8:25:07 PM,3/3/2023,4:49:01 PM,Sokoto,Thanksgiving
555,C100,56,4,6/28/2023,12:05:43 PM,6/30/2023,5:58:12 PM,Tambuwal,Anniversary
556,C073,17,1,12/13/2023,3:34:22 PM,12/21/2023,3:49:48 PM,Kaduna,Anniversary
557,C039,47,3,3/1/2023,3:00:42 AM,3/8/2023,2:10:39 AM,Vandeikya,Thanksgiving
558,C091,64,3,8/22/2023,12:42:58 AM,8/25/2023,12:24:52 AM,Ijebu Igbo,Burial
559,C084,45,1,12/19/2023,4:37:11 PM,12/26/2023,6:35:43 PM,Tambuwal,Birthday
560,C019,39,2,8/4/2023,12:52:20 PM,8/9/2023,9:50:53 AM,Jos,All Occasions
561,C099,49,5,2/12/2023,12:24:35 PM,2/21/2023,5:23:34 PM,Biu,Valentine's Day
562,C066,24,4,8/9/2023,9:18:20 AM,8/16/2023,1:34:07 AM,Sagamu,Birthday
563,C077,58,5,2/11/2023,11:43:18 AM,2/19/2023,5:04:29 AM,Ile Ife,Valentine's Day
564,C007,40,1,4/7/2023,12:40:20 AM,4/15/2023,6:06:57 AM,Ijebu Igbo,Anniversary
565,C011,50,3,3/6/2023,5:28:16 PM,3/14/2023,1:12:47 PM,Wurno,Thanksgiving
566,C054,42,4,5/12/2023,12:48:03 PM,5/14/2023,8:36:32 PM,Ondo,All Occasions
567,C090,66,1,3/6/2023,6:11:59 AM,3/15/2023,6:57:04 PM,Kano,Thanksgiving
568,C056,10,1,6/29/2023,8:55:39 PM,7/8/2023,1:16:14 PM,Idah,Birthday
569,C027,53,2,8/28/2023,2:00:43 PM,9/4/2023,5:56:22 PM,Ogun,Burial
570,C056,69,3,2/28/2023,11:25:04 AM,3/9/2023,12:53:55 AM,Idah,Thanksgiving
571,C046,6,1,2/28/2023,9:38:25 AM,3/9/2023,4:26:01 AM,Iseyin,Thanksgiving
572,C060,25,5,6/4/2023,3:48:37 PM,6/10/2023,10:11:48 AM,Warri,Anniversary
573,C040,3,5,2/8/2023,2:52:06 AM,2/14/2023,2:57:06 AM,Birnin Kebbi,Valentine's Day
574,C064,29,3,3/2/2023,11:57:06 PM,3/6/2023,9:45:12 PM,Hadejia,Thanksgiving
575,C076,49,2,2/6/2023,1:24:32 PM,2/9/2023,2:55:08 PM,Kano,Valentine's Day
576,C074,53,4,8/20/2023,7:04:37 AM,8/26/2023,8:01:59 AM,Ibadan,Burial
577,C008,20,4,10/28/2023,2:51:26 PM,11/5/2023,6:50:45 PM,Ibadan,Anniversary
578,C008,18,4,7/31/2023,6:27:40 PM,8/6/2023,4:43:25 PM,Ibadan,Birthday
579,C092,29,2,3/7/2023,9:38:40 PM,3/14/2023,10:45:06 AM,Yauri,Thanksgiving
580,C093,24,4,6/16/2023,10:03:12 PM,6/20/2023,12:25:42 PM,Bonny,Birthday
581,C082,18,2,7/2/2023,2:08:23 AM,7/11/2023,2:56:59 PM,Otupko,Birthday
582,C019,3,4,2/4/2023,6:30:31 PM,2/5/2023,7:16:41 PM,Jos,Valentine's Day
583,C025,56,4,9/18/2023,4:47:25 PM,9/22/2023,7:58:33 PM,Ogun,Anniversary
584,C089,34,2,8/23/2023,7:39:30 AM,8/27/2023,4:10:28 PM,Owo,Burial
585,C013,63,5,4/26/2023,6:32:41 PM,5/1/2023,1:52:06 AM,Lafia,All Occasions
586,C068,64,5,8/27/2023,9:04:38 PM,9/4/2023,4:30:39 PM,Tambuwal,Burial
587,C018,43,1,11/2/2023,12:51:24 AM,11/3/2023,10:41:06 AM,Borno,Wedding
588,C056,49,5,2/4/2023,6:37:00 AM,2/5/2023,9:21:57 PM,Idah,Valentine's Day
589,C093,40,3,12/9/2023,9:23:17 PM,12/19/2023,1:21:34 AM,Bonny,Anniversary
590,C006,23,2,1/19/2023,9:36:21 PM,1/23/2023,5:53:50 AM,Zaria,Anniversary
591,C002,31,3,7/6/2023,12:56:00 PM,7/14/2023,12:00:51 AM,Ede,All Occasions
592,C007,47,5,3/7/2023,3:27:03 AM,3/11/2023,9:41:23 PM,Ijebu Igbo,Thanksgiving
593,C016,58,3,2/5/2023,5:30:40 PM,2/12/2023,9:34:03 AM,Dutse,Valentine's Day
594,C060,20,2,5/26/2023,9:26:03 PM,6/1/2023,4:59:28 AM,Warri,Anniversary
595,C022,51,4,11/8/2023,1:49:19 PM,11/15/2023,4:06:31 AM,Dutse,All Occasions
596,C046,50,1,3/5/2023,2:57:41 PM,3/14/2023,5:58:44 PM,Iseyin,Thanksgiving
597,C074,16,1,3/1/2023,1:05:53 AM,3/6/2023,2:49:44 AM,Ibadan,Thanksgiving
598,C054,37,3,11/11/2023,2:51:23 AM,11/18/2023,9:53:27 PM,Ondo,Wedding
599,C004,34,1,8/21/2023,7:32:24 PM,8/24/2023,12:13:52 PM,Gusau,Burial
600,C095,47,4,3/7/2023,9:24:39 PM,3/9/2023,3:17:19 PM,Ijebu Ode,Thanksgiving
601,C030,1,4,3/14/2023,2:37:47 AM,3/18/2023,3:37:12 AM,Ondo,All Occasions
602,C042,43,5,11/2/2023,10:17:25 AM,11/11/2023,6:02:00 AM,Ilorin,Wedding
603,C079,8,3,5/29/2023,5:23:57 AM,6/7/2023,3:14:45 PM,Plateau,Anniversary
604,C069,39,3,1/31/2023,7:54:56 PM,2/3/2023,9:24:38 PM,Ede,All Occasions
605,C068,45,2,12/21/2023,10:21:06 PM,12/25/2023,8:49:33 PM,Tambuwal,Birthday
606,C047,3,5,2/8/2023,2:13:13 AM,2/17/2023,7:31:32 AM,Biu,Valentine's Day
607,C028,50,3,3/3/2023,1:50:25 AM,3/5/2023,9:52:56 AM,Birnin Kebbi,Thanksgiving
608,C030,55,5,8/28/2023,8:30:15 PM,9/1/2023,7:14:20 AM,Ondo,Burial
609,C024,25,5,10/27/2023,11:08:56 AM,10/28/2023,11:46:55 PM,Bonny,Anniversary
610,C068,5,3,1/3/2023,5:25:41 PM,1/5/2023,12:11:36 AM,Tambuwal,All Occasions
611,C056,28,2,8/22/2023,9:17:50 PM,8/28/2023,3:27:30 AM,Idah,Burial
612,C075,26,1,3/2/2023,10:22:25 AM,3/8/2023,12:39:50 PM,Yola,Thanksgiving
613,C063,4,5,11/10/2023,5:54:34 PM,11/14/2023,7:18:27 PM,Awka,Wedding
614,C089,26,1,3/3/2023,3:36:13 PM,3/7/2023,6:51:41 PM,Owo,Thanksgiving
615,C020,28,3,8/25/2023,9:11:09 PM,9/1/2023,6:10:16 AM,Kaura Namoda,Burial
616,C006,44,5,11/8/2023,11:57:57 PM,11/12/2023,7:20:59 PM,Zaria,Wedding
617,C083,22,1,2/19/2023,2:53:42 AM,2/28/2023,5:01:34 PM,Oshogbo,All Occasions
618,C073,60,4,11/5/2023,4:09:13 PM,11/15/2023,5:21:36 PM,Kaduna,Wedding
619,C091,35,1,3/6/2023,7:18:46 AM,3/16/2023,3:17:33 AM,Ijebu Igbo,Thanksgiving
620,C074,67,3,7/11/2023,10:23:01 PM,7/18/2023,1:24:50 AM,Ibadan,Anniversary
621,C070,64,3,8/20/2023,7:17:03 AM,8/28/2023,1:32:49 AM,Shendam,Burial
622,C084,4,4,11/8/2023,2:13:32 PM,11/9/2023,3:59:02 PM,Tambuwal,Wedding
623,C045,37,2,11/8/2023,1:37:50 PM,11/18/2023,2:25:39 PM,Sokoto,Wedding
624,C024,53,5,8/29/2023,9:19:59 AM,9/1/2023,8:29:54 AM,Bonny,Burial
625,C089,63,5,2/23/2023,9:15:42 PM,3/4/2023,2:46:06 AM,Owo,All Occasions
626,C024,40,5,9/23/2023,3:12:58 PM,9/27/2023,8:14:22 AM,Bonny,Anniversary
627,C024,51,4,2/5/2023,4:30:25 AM,2/8/2023,11:38:12 PM,Bonny,All Occasions
628,C061,11,5,2/10/2023,9:50:27 PM,2/13/2023,9:07:46 PM,Gombe,Valentine's Day
629,C032,28,5,8/27/2023,9:09:01 AM,9/4/2023,3:31:23 PM,Akure,Burial
630,C071,67,3,2/21/2023,9:37:47 PM,3/1/2023,6:53:08 PM,Talata Mafara,Anniversary
631,C044,32,4,4/13/2023,9:41:50 PM,4/17/2023,3:45:03 AM,Oshogbo,Birthday
632,C075,51,1,7/11/2023,10:35:01 PM,7/12/2023,11:32:50 AM,Yola,All Occasions
633,C031,52,5,2/10/2023,2:44:42 PM,2/15/2023,5:12:46 AM,Hadejia,Valentine's Day
634,C038,57,3,5/7/2023,6:36:16 AM,5/11/2023,1:43:49 PM,Owerri,Birthday
635,C095,67,1,11/12/2023,6:37:11 PM,11/22/2023,7:23:32 AM,Ijebu Ode,Anniversary
636,C067,53,2,8/25/2023,7:18:26 AM,9/2/2023,3:33:45 AM,Akure,Burial
637,C056,51,3,3/12/2023,7:29:26 PM,3/20/2023,10:34:14 PM,Idah,All Occasions
638,C060,39,1,4/23/2023,2:13:33 AM,4/27/2023,2:51:20 AM,Warri,All Occasions
639,C098,24,1,5/26/2023,2:36:31 AM,5/31/2023,3:18:25 AM,Funtua,Birthday
640,C089,59,3,8/23/2023,6:16:51 AM,8/31/2023,7:07:21 PM,Owo,Burial
641,C063,15,4,5/18/2023,11:59:56 PM,5/26/2023,7:14:55 PM,Awka,Anniversary
642,C021,44,5,11/2/2023,5:26:04 AM,11/7/2023,12:29:51 AM,Port Harcourt,Wedding
643,C063,35,2,2/26/2023,1:10:24 PM,3/6/2023,8:24:10 PM,Awka,Thanksgiving
644,C050,67,1,9/1/2023,2:54:36 PM,9/11/2023,11:21:18 AM,Ikare,Anniversary
645,C033,50,3,2/27/2023,1:46:39 AM,2/28/2023,2:07:11 AM,Awka,Thanksgiving
646,C015,38,5,5/13/2023,4:30:10 PM,5/23/2023,9:16:58 AM,Gombe,Birthday
647,C069,21,5,8/25/2023,5:00:25 PM,8/26/2023,1:29:04 AM,Ede,Burial
648,C040,41,3,11/5/2023,7:06:16 PM,11/9/2023,8:25:00 AM,Birnin Kebbi,Wedding
649,C053,43,3,11/2/2023,3:05:41 AM,11/11/2023,8:55:15 AM,Borno,Wedding
650,C077,32,3,2/23/2023,1:54:43 AM,3/2/2023,3:09:36 AM,Ile Ife,Birthday
651,C017,11,4,2/13/2023,2:16:28 AM,2/19/2023,11:55:54 AM,Biu,Valentine's Day
652,C032,21,2,8/28/2023,7:41:09 PM,9/3/2023,12:01:31 AM,Akure,Burial
653,C076,17,4,11/29/2023,1:38:07 PM,12/1/2023,5:52:11 AM,Kano,Anniversary
654,C019,64,2,8/29/2023,4:53:15 AM,9/2/2023,12:41:13 AM,Jos,Burial
655,C015,17,1,11/8/2023,9:19:04 PM,11/17/2023,6:57:37 PM,Gombe,Anniversary
656,C032,68,2,2/5/2023,6:34:41 PM,2/6/2023,4:46:00 AM,Akure,Valentine's Day
657,C055,13,3,3/3/2023,9:37:53 AM,3/8/2023,2:48:35 PM,Zaria,Thanksgiving
658,C061,21,3,8/22/2023,8:54:56 PM,8/31/2023,8:54:06 AM,Gombe,Burial
659,C048,19,5,2/5/2023,5:44:56 PM,2/12/2023,10:37:43 PM,Otupko,Valentine's Day
660,C053,58,3,2/11/2023,6:08:46 AM,2/21/2023,8:48:35 PM,Borno,Valentine's Day
661,C018,22,2,1/14/2023,11:51:27 PM,1/19/2023,9:50:46 AM,Borno,All Occasions
662,C068,20,3,2/9/2023,6:29:52 PM,2/18/2023,8:27:53 AM,Tambuwal,Anniversary
663,C094,15,2,10/11/2023,2:47:08 PM,10/12/2023,10:32:05 PM,Oyo,Anniversary
664,C023,24,2,1/18/2023,11:54:34 AM,1/28/2023,8:22:08 PM,Gusau,Birthday
665,C060,62,5,3/5/2023,2:23:22 PM,3/15/2023,3:54:03 PM,Warri,Thanksgiving
666,C032,26,5,3/2/2023,9:41:06 AM,3/8/2023,7:28:15 PM,Akure,Thanksgiving
667,C052,44,3,11/4/2023,8:26:58 AM,11/7/2023,10:30:59 AM,Benin City,Wedding
668,C009,55,2,8/21/2023,10:09:53 AM,8/30/2023,4:32:49 PM,Degema,Burial
669,C035,68,5,2/10/2023,7:11:50 AM,2/17/2023,9:56:42 AM,Abuja,Valentine's Day
670,C057,23,5,6/1/2023,5:47:59 AM,6/10/2023,5:09:00 AM,Katsina-Ala,Anniversary
671,C059,31,4,12/3/2023,6:54:18 AM,12/7/2023,11:16:19 PM,Damaturu,All Occasions
672,C049,44,5,11/7/2023,2:06:15 PM,11/9/2023,6:46:37 AM,Nasarawa,Wedding
673,C008,33,3,2/4/2023,5:54:49 AM,2/7/2023,4:25:38 AM,Ibadan,Valentine's Day
674,C065,68,2,2/7/2023,9:41:25 AM,2/16/2023,11:40:25 PM,Zaria,Valentine's Day
675,C052,13,4,2/28/2023,8:04:46 AM,3/9/2023,11:52:12 PM,Benin City,Thanksgiving
676,C038,46,4,2/18/2023,12:42:24 PM,2/20/2023,8:52:32 PM,Owerri,Anniversary
677,C045,37,5,11/4/2023,7:54:01 AM,11/14/2023,5:32:35 AM,Sokoto,Wedding
678,C020,31,5,9/10/2023,2:23:59 PM,9/20/2023,10:13:07 AM,Kaura Namoda,All Occasions
679,C019,56,2,10/5/2023,5:29:19 PM,10/14/2023,12:58:06 PM,Jos,Anniversary
680,C018,56,1,12/2/2023,10:20:31 PM,12/8/2023,2:33:10 AM,Borno,Anniversary
681,C098,23,5,1/29/2023,10:08:06 AM,2/5/2023,12:01:28 PM,Funtua,Anniversary
682,C054,50,5,2/26/2023,7:31:16 AM,3/5/2023,11:32:33 AM,Ondo,Thanksgiving
683,C024,27,3,8/23/2023,9:26:58 PM,8/30/2023,7:25:08 PM,Bonny,Burial
684,C029,70,3,9/17/2023,1:33:50 AM,9/25/2023,2:44:39 AM,Oyo,Birthday
685,C054,22,1,9/1/2023,9:04:40 PM,9/11/2023,8:30:45 AM,Ondo,All Occasions
686,C026,50,1,3/1/2023,4:29:38 PM,3/11/2023,9:37:59 PM,Kaduna,Thanksgiving
687,C098,8,5,3/15/2023,5:57:15 PM,3/19/2023,4:50:54 AM,Funtua,Anniversary
688,C015,54,2,1/28/2023,7:02:07 PM,1/30/2023,1:51:22 PM,Gombe,Anniversary
689,C046,66,4,3/2/2023,5:52:42 AM,3/7/2023,11:00:27 AM,Iseyin,Thanksgiving
690,C083,48,2,11/2/2023,9:13:25 PM,11/5/2023,9:32:48 PM,Oshogbo,Wedding
691,C002,48,5,11/6/2023,5:22:43 AM,11/10/2023,11:08:26 AM,Ede,Wedding
692,C035,15,2,8/11/2023,7:04:55 AM,8/18/2023,6:44:37 AM,Abuja,Anniversary
693,C041,4,5,11/4/2023,11:48:55 PM,11/7/2023,5:31:27 AM,Abeokuta,Wedding
694,C018,23,2,4/15/2023,7:26:27 PM,4/21/2023,4:58:51 PM,Borno,Anniversary
695,C046,23,4,3/5/2023,4:36:52 PM,3/14/2023,5:01:44 PM,Iseyin,Anniversary
696,C046,13,3,3/7/2023,2:42:21 AM,3/14/2023,3:08:45 PM,Iseyin,Thanksgiving
697,C026,66,1,3/3/2023,2:20:25 PM,3/7/2023,3:14:20 PM,Kaduna,Thanksgiving
698,C060,64,3,8/29/2023,8:44:11 PM,9/6/2023,3:00:13 PM,Warri,Burial
699,C011,1,4,6/2/2023,12:14:44 PM,6/9/2023,11:09:03 PM,Wurno,All Occasions
700,C006,6,1,3/4/2023,6:17:57 PM,3/9/2023,1:43:07 PM,Zaria,Thanksgiving
701,C080,41,5,11/7/2023,10:57:34 AM,11/11/2023,4:56:26 AM,Ikare,Wedding
702,C067,60,1,11/10/2023,8:44:24 AM,11/18/2023,6:26:10 AM,Akure,Wedding
703,C070,53,4,8/23/2023,4:19:39 PM,9/1/2023,6:12:05 AM,Shendam,Burial
704,C061,55,4,8/29/2023,2:27:10 AM,8/30/2023,1:36:34 PM,Gombe,Burial
705,C004,7,1,3/5/2023,6:18:01 PM,3/14/2023,5:57:09 PM,Gusau,Thanksgiving
706,C091,67,2,4/26/2023,5:35:11 AM,5/4/2023,1:13:10 PM,Ijebu Igbo,Anniversary
707,C036,70,4,2/3/2023,6:17:26 AM,2/12/2023,1:04:19 AM,Gombe,Birthday
708,C002,62,3,3/3/2023,10:59:15 AM,3/12/2023,5:05:35 AM,Ede,Thanksgiving
709,C016,53,5,8/29/2023,4:38:05 AM,9/7/2023,5:29:15 PM,Dutse,Burial
710,C087,54,5,5/22/2023,1:33:03 AM,5/29/2023,1:43:52 AM,Dutse,Anniversary
711,C093,68,3,2/4/2023,5:15:28 PM,2/6/2023,2:50:53 PM,Bonny,Valentine's Day
712,C057,65,5,7/11/2023,1:00:12 PM,7/13/2023,6:34:57 AM,Katsina-Ala,All Occasions
713,C081,37,3,11/8/2023,11:24:22 PM,11/15/2023,10:51:21 PM,Oyo,Wedding
714,C053,63,2,6/1/2023,7:28:09 PM,6/3/2023,7:54:01 AM,Borno,All Occasions
715,C069,38,4,4/14/2023,5:16:43 AM,4/21/2023,4:39:31 PM,Ede,Birthday
716,C076,40,3,8/19/2023,11:18:12 PM,8/26/2023,1:39:58 AM,Kano,Anniversary
717,C059,67,5,6/25/2023,6:18:32 AM,6/26/2023,11:20:48 PM,Damaturu,Anniversary
718,C028,49,1,2/9/2023,5:13:35 AM,2/13/2023,6:22:05 AM,Birnin Kebbi,Valentine's Day
719,C092,57,3,7/12/2023,7:44:51 AM,7/19/2023,1:51:24 AM,Yauri,Birthday
720,C045,22,5,12/15/2023,2:42:41 PM,12/20/2023,6:07:08 AM,Sokoto,All Occasions
721,C022,3,5,2/7/2023,3:28:21 AM,2/17/2023,6:28:02 PM,Dutse,Valentine's Day
722,C044,13,5,3/2/2023,5:30:25 PM,3/8/2023,8:06:58 AM,Oshogbo,Thanksgiving
723,C045,14,3,2/4/2023,6:00:57 PM,2/5/2023,12:57:28 AM,Sokoto,Birthday
724,C059,51,1,4/8/2023,11:02:18 PM,4/16/2023,8:00:19 AM,Damaturu,All Occasions
725,C035,35,3,3/6/2023,11:23:18 PM,3/11/2023,8:03:47 PM,Abuja,Thanksgiving
726,C044,34,2,8/21/2023,7:10:31 PM,8/31/2023,6:54:28 PM,Oshogbo,Burial
727,C061,12,5,11/18/2023,1:37:03 AM,11/22/2023,4:22:32 PM,Gombe,Anniversary
728,C073,52,2,2/8/2023,1:45:46 PM,2/11/2023,4:07:16 PM,Kaduna,Valentine's Day
729,C030,17,1,2/23/2023,6:19:53 PM,2/25/2023,11:51:19 AM,Ondo,Anniversary
730,C097,59,1,8/22/2023,2:04:03 AM,8/25/2023,10:39:30 PM,Ondo,Burial
731,C083,59,5,8/25/2023,12:01:20 PM,9/2/2023,11:02:31 AM,Oshogbo,Burial
732,C087,1,2,10/16/2023,4:47:12 PM,10/21/2023,6:56:15 PM,Dutse,All Occasions
733,C060,32,3,4/1/2023,12:51:37 AM,4/3/2023,2:26:43 AM,Warri,Birthday
734,C008,49,3,2/11/2023,11:44:37 AM,2/14/2023,9:06:06 AM,Ibadan,Valentine's Day
735,C037,56,1,2/2/2023,7:22:26 AM,2/4/2023,5:57:58 AM,Bonny,Anniversary
736,C008,70,5,5/2/2023,3:47:04 AM,5/11/2023,4:38:44 AM,Ibadan,Birthday
737,C068,46,5,9/14/2023,7:35:50 AM,9/17/2023,1:37:05 PM,Tambuwal,Anniversary
738,C098,16,5,3/3/2023,4:23:38 PM,3/9/2023,1:36:32 AM,Funtua,Thanksgiving
739,C094,24,5,1/30/2023,9:43:50 AM,2/3/2023,10:33:33 AM,Oyo,Birthday
740,C004,56,4,11/7/2023,4:11:58 PM,11/12/2023,10:07:51 AM,Gusau,Anniversary
741,C072,53,5,8/23/2023,12:47:09 PM,9/1/2023,9:37:19 PM,Ijebu Igbo,Burial
742,C089,53,5,8/24/2023,7:50:07 PM,8/26/2023,3:58:06 PM,Owo,Burial
743,C045,4,2,11/9/2023,1:28:07 PM,11/13/2023,1:16:24 AM,Sokoto,Wedding
744,C023,45,4,10/13/2023,5:53:21 PM,10/14/2023,8:02:05 AM,Gusau,Birthday
745,C052,44,1,11/7/2023,9:12:26 AM,11/9/2023,12:30:04 AM,Benin City,Wedding
746,C051,35,2,3/2/2023,5:23:29 AM,3/6/2023,6:24:41 AM,Bauchi,Thanksgiving
747,C009,6,4,3/6/2023,3:43:24 AM,3/11/2023,4:38:35 PM,Degema,Thanksgiving
748,C079,26,1,3/6/2023,11:13:52 AM,3/7/2023,8:26:40 PM,Plateau,Thanksgiving
749,C099,12,2,6/19/2023,1:13:17 PM,6/24/2023,3:37:13 AM,Biu,Anniversary
750,C022,19,3,2/8/2023,9:22:41 AM,2/14/2023,10:24:42 PM,Dutse,Valentine's Day
751,C084,23,5,4/10/2023,7:12:34 AM,4/15/2023,1:52:34 AM,Tambuwal,Anniversary
752,C034,3,5,2/10/2023,11:38:01 AM,2/12/2023,10:35:58 AM,Hadejia,Valentine's Day
753,C045,60,1,11/6/2023,6:55:38 AM,11/12/2023,4:49:01 AM,Sokoto,Wedding
754,C083,51,2,11/1/2023,8:40:33 PM,11/8/2023,10:13:13 PM,Oshogbo,All Occasions
755,C037,6,5,2/27/2023,4:33:26 PM,3/6/2023,2:16:52 AM,Bonny,Thanksgiving
756,C034,51,4,7/29/2023,6:25:27 PM,8/3/2023,9:56:02 AM,Hadejia,All Occasions
757,C001,2,3,2/12/2023,10:23:53 AM,2/20/2023,4:40:28 AM,Port Harcourt,Valentine's Day
758,C043,40,5,10/16/2023,9:12:26 AM,10/20/2023,3:46:58 AM,Minna,Anniversary
759,C084,48,5,11/2/2023,6:12:14 AM,11/11/2023,6:06:56 AM,Tambuwal,Wedding
760,C043,18,1,9/19/2023,2:28:05 AM,9/21/2023,1:29:38 PM,Minna,Birthday
761,C008,24,5,4/18/2023,3:25:13 AM,4/25/2023,11:53:46 AM,Ibadan,Birthday
762,C064,50,1,2/26/2023,10:11:19 AM,3/1/2023,3:56:20 AM,Hadejia,Thanksgiving
763,C070,29,4,3/2/2023,3:22:09 PM,3/4/2023,4:30:07 AM,Shendam,Thanksgiving
764,C039,65,3,8/1/2023,7:59:36 PM,8/5/2023,9:24:36 AM,Vandeikya,All Occasions
765,C055,41,2,11/3/2023,2:37:40 AM,11/6/2023,3:52:27 AM,Zaria,Wedding
766,C077,1,4,7/2/2023,4:28:53 PM,7/7/2023,12:19:44 AM,Ile Ife,All Occasions
767,C077,13,2,3/3/2023,2:21:13 AM,3/4/2023,12:14:53 AM,Ile Ife,Thanksgiving
768,C087,1,1,11/11/2023,6:37:41 PM,11/16/2023,12:19:42 PM,Dutse,All Occasions
769,C029,28,2,8/25/2023,9:37:39 AM,9/2/2023,8:10:20 PM,Oyo,Burial
770,C080,25,3,5/29/2023,12:20:57 AM,6/7/2023,9:39:12 AM,Ikare,Anniversary
771,C056,9,2,8/26/2023,5:00:07 PM,9/1/2023,10:54:16 AM,Idah,Burial
772,C085,35,5,3/1/2023,5:03:06 AM,3/4/2023,8:20:05 AM,Owo,Thanksgiving
773,C031,39,4,1/7/2023,2:11:24 AM,1/13/2023,11:47:54 PM,Hadejia,All Occasions
774,C051,65,5,6/17/2023,9:28:21 PM,6/27/2023,3:01:20 AM,Bauchi,All Occasions
775,C077,45,1,2/19/2023,3:48:10 AM,2/24/2023,11:31:47 PM,Ile Ife,Birthday
776,C051,43,1,11/9/2023,7:28:54 AM,11/12/2023,9:39:04 PM,Bauchi,Wedding
777,C016,70,3,2/24/2023,3:33:57 PM,2/27/2023,11:29:39 AM,Dutse,Birthday
778,C033,61,4,5/10/2023,3:58:40 AM,5/13/2023,11:57:17 AM,Awka,Anniversary
779,C052,3,1,2/6/2023,6:26:37 AM,2/8/2023,2:51:51 AM,Benin City,Valentine's Day
780,C070,33,2,2/10/2023,11:30:51 AM,2/13/2023,4:28:25 AM,Shendam,Valentine's Day
781,C084,40,2,9/27/2023,3:26:58 PM,10/5/2023,7:39:28 PM,Tambuwal,Anniversary
782,C087,22,4,4/18/2023,5:41:20 AM,4/26/2023,7:25:29 PM,Dutse,All Occasions
783,C024,55,5,8/28/2023,4:31:27 AM,8/29/2023,5:10:51 AM,Bonny,Burial
784,C042,56,2,6/2/2023,8:25:52 AM,6/7/2023,6:16:19 AM,Ilorin,Anniversary
785,C052,47,5,2/26/2023,5:41:34 PM,3/1/2023,1:09:23 PM,Benin City,Thanksgiving
786,C003,47,1,3/5/2023,10:47:05 PM,3/7/2023,7:16:53 AM,Ondo,Thanksgiving
787,C069,9,1,8/25/2023,9:42:12 PM,8/27/2023,2:10:59 PM,Ede,Burial
788,C099,53,3,8/24/2023,4:58:58 AM,8/27/2023,8:56:52 AM,Biu,Burial
789,C048,58,4,2/8/2023,6:19:36 PM,2/15/2023,8:00:31 AM,Otupko,Valentine's Day
790,C046,26,2,2/28/2023,6:03:29 AM,3/8/2023,4:20:38 AM,Iseyin,Thanksgiving
791,C093,51,2,5/6/2023,2:29:51 AM,5/9/2023,6:53:48 AM,Bonny,All Occasions
